Year,Quarter,Period,Region,Condition,Referrals,Avg_Wait_Weeks,Inpatient_Count,Bed_Days,Treatment_Completion_Rate,Staff_Vacancy_Rate,Year_Quarter_Num
2021,Q2,2021 Q2,East of England,Bipolar Disorder,174,8.5,21,377,0.683,0.122,2021.25
2021,Q2,2021 Q2,East of England,Schizophrenia/Psychosis,126,2.6,15,523,0.648,0.119,2021.25
2021,Q2,2021 Q2,East of England,PTSD,251,5.5,27,601,0.717,0.107,2021.25
2021,Q2,2021 Q2,East of England,Eating Disorders,169,8.0,18,568,0.671,0.128,2021.25
2021,Q2,2021 Q2,East of England,Personality Disorders,207,8.1,27,573,0.714,0.103,2021.25
2021,Q2,2021 Q2,East of England,ADHD,327,6.1,43,971,0.659,0.107,2021.25
2021,Q3,2021 Q3,London,Depression,1712,9.0,213,6603,0.709,0.102,2021.5
2021,Q3,2021 Q3,London,Anxiety Disorders,1585,6.5,189,4896,0.726,0.098,2021.5
2021,Q3,2021 Q3,London,Bipolar Disorder,449,6.7,60,1328,0.681,0.115,2021.5
2021,Q3,2021 Q3,London,Schizophrenia/Psychosis,346,8.2,40,731,0.694,0.136,2021.5
2021,Q3,2021 Q3,London,PTSD,693,11.2,74,1855,0.637,0.104,2021.5
2021,Q3,2021 Q3,London,Eating Disorders,388,14.3,52,1548,0.685,0.116,2021.5
2021,Q3,2021 Q3,London,Personality Disorders,493,8.4,58,1386,0.718,0.102,2021.5
2021,Q3,2021 Q3,London,ADHD,737,4.4,76,1944,0.706,0.1,2021.5
2021,Q3,2021 Q3,South East,Depression,1291,6.3,149,3520,0.714,0.112,2021.5
2021,Q3,2021 Q3,South East,Anxiety Disorders,1131,9.1,125,3053,0.702,0.119,2021.5
2021,Q3,2021 Q3,South East,Bipolar Disorder,339,6.7,34,906,0.717,0.117,2021.5
2021,Q3,2021 Q3,South East,Schizophrenia/Psychosis,236,6.5,24,440,0.73,0.123,2021.5
2021,Q3,2021 Q3,South East,PTSD,484,10.0,61,994,0.666,0.13,2021.5
2021,Q3,2021 Q3,South East,Eating Disorders,291,9.1,32,1032,0.662,0.135,2021.5
2021,Q3,2021 Q3,South East,Personality Disorders,334,10.8,41,1488,0.733,0.108,2021.5
2021,Q3,2021 Q3,South East,ADHD,530,8.0,59,1274,0.668,0.129,2021.5
2021,Q3,2021 Q3,South West,Depression,905,6.6,122,2289,0.64,0.1,2021.5
2021,Q3,2021 Q3,South West,Anxiety Disorders,686,5.1,93,2826,0.679,0.116,2021.5
2021,Q3,2021 Q3,South West,Bipolar Disorder,202,13.0,26,650,0.709,0.119,2021.5
2021,Q3,2021 Q3,South West,Schizophrenia/Psychosis,160,9.2,16,537,0.635,0.104,2021.5
2021,Q3,2021 Q3,South West,PTSD,310,3.5,41,638,0.724,0.132,2021.5
2021,Q3,2021 Q3,South West,Eating Disorders,175,5.0,19,672,0.652,0.11,2021.5
2021,Q3,2021 Q3,South West,Personality Disorders,239,8.4,26,1084,0.683,0.108,2021.5
2021,Q3,2021 Q3,South West,ADHD,368,4.8,39,1017,0.689,0.132,2021.5
2021,Q3,2021 Q3,Midlands,Depression,1485,9.9,201,7640,0.716,0.119,2021.5
2021,Q3,2021 Q3,Midlands,Anxiety Disorders,1338,7.3,152,5300,0.635,0.129,2021.5
2021,Q3,2021 Q3,Midlands,Bipolar Disorder,399,8.2,47,973,0.646,0.135,2021.5
2021,Q3,2021 Q3,Midlands,Schizophrenia/Psychosis,259,8.2,33,744,0.637,0.122,2021.5
2021,Q3,2021 Q3,Midlands,PTSD,546,3.4,74,2416,0.716,0.135,2021.5
2021,Q3,2021 Q3,Midlands,Eating Disorders,313,7.6,35,1106,0.639,0.098,2021.5
2021,Q3,2021 Q3,Midlands,Personality Disorders,448,4.0,55,1437,0.659,0.119,2021.5
2021,Q3,2021 Q3,Midlands,ADHD,638,8.9,76,2391,0.669,0.111,2021.5
2021,Q3,2021 Q3,North West,Depression,1242,5.1,130,2977,0.681,0.115,2021.5
2021,Q3,2021 Q3,North West,Anxiety Disorders,1070,6.4,140,2462,0.716,0.111,2021.5
2021,Q3,2021 Q3,North West,Bipolar Disorder,294,8.8,31,821,0.727,0.123,2021.5
2021,Q3,2021 Q3,North West,Schizophrenia/Psychosis,212,7.7,24,573,0.65,0.122,2021.5
2021,Q3,2021 Q3,North West,PTSD,454,12.1,47,1503,0.676,0.101,2021.5
2021,Q3,2021 Q3,North West,Eating Disorders,258,8.2,27,861,0.669,0.118,2021.5
2021,Q3,2021 Q3,North West,Personality Disorders,333,8.8,41,1288,0.671,0.106,2021.5
2021,Q3,2021 Q3,North West,ADHD,475,5.1,60,822,0.7,0.099,2021.5
2021,Q3,2021 Q3,North East & Yorkshire,Depression,1081,6.9,142,3578,0.638,0.113,2021.5
2021,Q3,2021 Q3,North East & Yorkshire,Anxiety Disorders,892,8.2,98,3542,0.684,0.125,2021.5
2021,Q3,2021 Q3,North East & Yorkshire,Bipolar Disorder,295,8.7,40,1038,0.726,0.121,2021.5
2021,Q3,2021 Q3,North East & Yorkshire,Schizophrenia/Psychosis,200,11.5,24,564,0.702,0.113,2021.5
2021,Q3,2021 Q3,North East & Yorkshire,PTSD,407,7.1,53,1600,0.688,0.13,2021.5
2021,Q3,2021 Q3,North East & Yorkshire,Eating Disorders,233,9.6,25,657,0.718,0.115,2021.5
2021,Q3,2021 Q3,North East & Yorkshire,Personality Disorders,315,9.5,35,485,0.638,0.107,2021.5
2021,Q3,2021 Q3,North East & Yorkshire,ADHD,434,11.6,49,1100,0.701,0.128,2021.5
2021,Q3,2021 Q3,East of England,Depression,725,11.2,80,1936,0.733,0.097,2021.5
2021,Q3,2021 Q3,East of England,Anxiety Disorders,589,11.0,62,2275,0.728,0.103,2021.5
2021,Q3,2021 Q3,East of England,Bipolar Disorder,172,6.0,20,395,0.676,0.102,2021.5
2021,Q3,2021 Q3,East of England,Schizophrenia/Psychosis,114,11.5,15,362,0.642,0.112,2021.5
2021,Q3,2021 Q3,East of England,PTSD,226,5.0,24,738,0.636,0.129,2021.5
2021,Q3,2021 Q3,East of England,Eating Disorders,156,6.9,20,478,0.727,0.113,2021.5
2021,Q3,2021 Q3,East of England,Personality Disorders,179,8.0,20,476,0.637,0.119,2021.5
2021,Q3,2021 Q3,East of England,ADHD,267,6.1,27,972,0.693,0.112,2021.5
2021,Q4,2021 Q4,London,Depression,2369,4.0,302,9279,0.661,0.132,2021.75
2021,Q4,2021 Q4,London,Anxiety Disorders,1849,6.7,216,6168,0.717,0.128,2021.75
2021,Q4,2021 Q4,London,Bipolar Disorder,526,9.9,71,1676,0.644,0.114,2021.75
2021,Q4,2021 Q4,London,Schizophrenia/Psychosis,383,10.0,39,850,0.683,0.114,2021.75
2021,Q4,2021 Q4,London,PTSD,765,10.0,82,741,0.691,0.128,2021.75
2021,Q4,2021 Q4,London,Eating Disorders,491,7.9,54,1438,0.67,0.112,2021.75
2021,Q4,2021 Q4,London,Personality Disorders,647,12.2,70,1478,0.698,0.106,2021.75
2021,Q4,2021 Q4,London,ADHD,1002,7.5,110,3616,0.675,0.106,2021.75
2021,Q4,2021 Q4,South East,Depression,1542,9.6,203,7264,0.674,0.102,2021.75
2021,Q4,2021 Q4,South East,Anxiety Disorders,1335,11.8,149,2811,0.642,0.136,2021.75
2021,Q4,2021 Q4,South East,Bipolar Disorder,354,9.8,43,1587,0.721,0.108,2021.75
2021,Q4,2021 Q4,South East,Schizophrenia/Psychosis,266,5.0,31,1306,0.667,0.119,2021.75
2021,Q4,2021 Q4,South East,PTSD,566,10.6,69,2231,0.712,0.097,2021.75
2021,Q4,2021 Q4,South East,Eating Disorders,338,10.0,37,821,0.721,0.1,2021.75
2021,Q4,2021 Q4,South East,Personality Disorders,403,7.2,50,1757,0.693,0.12,2021.75
2021,Q4,2021 Q4,South East,ADHD,662,4.0,74,3153,0.711,0.105,2021.75
2021,Q4,2021 Q4,South West,Depression,1031,9.3,132,2306,0.656,0.098,2021.75
2021,Q4,2021 Q4,South West,Anxiety Disorders,807,10.5,83,2540,0.707,0.11,2021.75
2021,Q4,2021 Q4,South West,Bipolar Disorder,249,7.3,29,935,0.635,0.099,2021.75
2021,Q4,2021 Q4,South West,Schizophrenia/Psychosis,171,8.0,20,516,0.689,0.103,2021.75
2021,Q4,2021 Q4,South West,PTSD,345,8.3,35,1001,0.723,0.119,2021.75
2021,Q4,2021 Q4,South West,Eating Disorders,216,5.9,22,616,0.694,0.11,2021.75
2021,Q4,2021 Q4,South West,Personality Disorders,305,5.1,38,979,0.663,0.117,2021.75
2021,Q4,2021 Q4,South West,ADHD,442,8.1,55,1607,0.702,0.134,2021.75
2021,Q4,2021 Q4,Midlands,Depression,1742,9.4,217,4100,0.693,0.097,2021.75
2021,Q4,2021 Q4,Midlands,Anxiety Disorders,1600,10.7,195,3516,0.668,0.101,2021.75
2021,Q4,2021 Q4,Midlands,Bipolar Disorder,421,5.9,49,1484,0.707,0.127,2021.75
2021,Q4,2021 Q4,Midlands,Schizophrenia/Psychosis,302,4.6,30,658,0.688,0.13,2021.75
2021,Q4,2021 Q4,Midlands,PTSD,690,9.3,72,3609,0.689,0.111,2021.75
2021,Q4,2021 Q4,Midlands,Eating Disorders,392,4.3,41,952,0.665,0.1,2021.75
2021,Q4,2021 Q4,Midlands,Personality Disorders,488,7.7,59,1781,0.721,0.136,2021.75
2021,Q4,2021 Q4,Midlands,ADHD,782,6.4,88,3178,0.674,0.123,2021.75
2021,Q4,2021 Q4,North West,Depression,1442,5.8,179,4440,0.647,0.119,2021.75
2021,Q4,2021 Q4,North West,Anxiety Disorders,1238,10.4,165,5702,0.684,0.125,2021.75
2021,Q4,2021 Q4,North West,Bipolar Disorder,357,6.7,44,620,0.719,0.104,2021.75
2021,Q4,2021 Q4,North West,Schizophrenia/Psychosis,235,14.2,28,640,0.643,0.098,2021.75
2021,Q4,2021 Q4,North West,PTSD,468,10.8,51,2357,0.698,0.129,2021.75
2021,Q4,2021 Q4,North West,Eating Disorders,278,12.7,30,835,0.665,0.121,2021.75
2021,Q4,2021 Q4,North West,Personality Disorders,425,8.7,54,2067,0.67,0.122,2021.75
2021,Q4,2021 Q4,North West,ADHD,597,9.3,72,1485,0.67,0.132,2021.75
2021,Q4,2021 Q4,North East & Yorkshire,Depression,1201,6.9,155,4147,0.704,0.109,2021.75
2021,Q4,2021 Q4,North East & Yorkshire,Anxiety Disorders,1146,11.4,135,3154,0.675,0.133,2021.75
2021,Q4,2021 Q4,North East & Yorkshire,Bipolar Disorder,312,8.3,42,847,0.672,0.098,2021.75
2021,Q4,2021 Q4,North East & Yorkshire,Schizophrenia/Psychosis,226,4.7,28,788,0.734,0.114,2021.75
2021,Q4,2021 Q4,North East & Yorkshire,PTSD,453,5.5,60,1565,0.675,0.111,2021.75
2021,Q4,2021 Q4,North East & Yorkshire,Eating Disorders,285,12.8,29,631,0.715,0.134,2021.75
2021,Q4,2021 Q4,North East & Yorkshire,Personality Disorders,380,13.9,46,1088,0.674,0.11,2021.75
2021,Q4,2021 Q4,North East & Yorkshire,ADHD,524,5.0,67,1683,0.655,0.098,2021.75
2021,Q4,2021 Q4,East of England,Depression,807,10.3,99,2973,0.669,0.128,2021.75
2021,Q4,2021 Q4,East of England,Anxiety Disorders,690,8.1,92,1993,0.674,0.108,2021.75
2021,Q4,2021 Q4,East of England,Bipolar Disorder,188,7.2,23,432,0.642,0.134,2021.75
2021,Q4,2021 Q4,East of England,Schizophrenia/Psychosis,148,10.8,15,458,0.682,0.121,2021.75
2021,Q4,2021 Q4,East of England,PTSD,301,6.0,40,1407,0.646,0.131,2021.75
2021,Q4,2021 Q4,East of England,Eating Disorders,184,9.2,19,408,0.675,0.117,2021.75
2021,Q4,2021 Q4,East of England,Personality Disorders,231,8.3,27,858,0.715,0.134,2021.75
2021,Q4,2021 Q4,East of England,ADHD,316,6.3,33,1146,0.678,0.122,2021.75
2022,Q1,2022 Q1,London,Depression,2123,10.4,285,6635,0.654,0.123,2022.0
2022,Q1,2022 Q1,London,Anxiety Disorders,1838,10.9,210,7910,0.696,0.136,2022.0
2022,Q1,2022 Q1,London,Bipolar Disorder,569,13.2,70,2281,0.657,0.152,2022.0
2022,Q1,2022 Q1,London,Schizophrenia/Psychosis,389,6.7,48,1538,0.673,0.121,2022.0
2022,Q1,2022 Q1,London,PTSD,718,13.6,86,2789,0.639,0.141,2022.0
2022,Q1,2022 Q1,London,Eating Disorders,432,7.1,46,1210,0.636,0.129,2022.0
2022,Q1,2022 Q1,London,Personality Disorders,574,10.8,68,544,0.654,0.148,2022.0
2022,Q1,2022 Q1,London,ADHD,875,8.3,91,2554,0.673,0.137,2022.0
2022,Q1,2022 Q1,South East,Depression,1565,11.5,162,4625,0.626,0.116,2022.0
2022,Q1,2022 Q1,South East,Anxiety Disorders,1201,15.4,124,4063,0.711,0.148,2022.0
2022,Q1,2022 Q1,South East,Bipolar Disorder,357,6.0,41,1187,0.715,0.141,2022.0
2022,Q1,2022 Q1,South East,Schizophrenia/Psychosis,282,9.3,34,676,0.624,0.114,2022.0
2022,Q1,2022 Q1,South East,PTSD,541,7.3,64,2698,0.658,0.115,2022.0
2022,Q1,2022 Q1,South East,Eating Disorders,307,10.4,39,1250,0.648,0.13,2022.0
2022,Q1,2022 Q1,South East,Personality Disorders,404,11.7,49,1779,0.664,0.151,2022.0
2022,Q1,2022 Q1,South East,ADHD,589,7.9,76,1330,0.715,0.124,2022.0
2022,Q1,2022 Q1,South West,Depression,1043,8.4,121,3964,0.657,0.153,2022.0
2022,Q1,2022 Q1,South West,Anxiety Disorders,800,8.1,102,3735,0.658,0.137,2022.0
2022,Q1,2022 Q1,South West,Bipolar Disorder,259,10.4,26,786,0.685,0.12,2022.0
2022,Q1,2022 Q1,South West,Schizophrenia/Psychosis,173,4.1,20,736,0.716,0.119,2022.0
2022,Q1,2022 Q1,South West,PTSD,361,7.1,38,977,0.711,0.149,2022.0
2022,Q1,2022 Q1,South West,Eating Disorders,224,13.0,26,484,0.658,0.128,2022.0
2022,Q1,2022 Q1,South West,Personality Disorders,285,6.6,33,993,0.671,0.137,2022.0
2022,Q1,2022 Q1,South West,ADHD,402,12.6,49,1127,0.642,0.142,2022.0
2022,Q1,2022 Q1,Midlands,Depression,1790,11.2,221,7652,0.665,0.119,2022.0
2022,Q1,2022 Q1,Midlands,Anxiety Disorders,1460,14.1,175,2836,0.645,0.114,2022.0
2022,Q1,2022 Q1,Midlands,Bipolar Disorder,442,12.1,45,933,0.674,0.152,2022.0
2022,Q1,2022 Q1,Midlands,Schizophrenia/Psychosis,299,7.4,37,1017,0.671,0.13,2022.0
2022,Q1,2022 Q1,Midlands,PTSD,634,9.5,65,1845,0.702,0.137,2022.0
2022,Q1,2022 Q1,Midlands,Eating Disorders,403,12.7,47,1463,0.691,0.151,2022.0
2022,Q1,2022 Q1,Midlands,Personality Disorders,512,8.2,55,1192,0.641,0.126,2022.0
2022,Q1,2022 Q1,Midlands,ADHD,765,5.7,94,4032,0.624,0.118,2022.0
2022,Q1,2022 Q1,North West,Depression,1305,5.9,146,4197,0.656,0.146,2022.0
2022,Q1,2022 Q1,North West,Anxiety Disorders,1089,12.9,142,5319,0.709,0.115,2022.0
2022,Q1,2022 Q1,North West,Bipolar Disorder,325,9.3,39,1403,0.682,0.141,2022.0
2022,Q1,2022 Q1,North West,Schizophrenia/Psychosis,263,11.2,27,677,0.639,0.15,2022.0
2022,Q1,2022 Q1,North West,PTSD,472,8.4,62,1554,0.666,0.141,2022.0
2022,Q1,2022 Q1,North West,Eating Disorders,282,11.6,31,1062,0.657,0.122,2022.0
2022,Q1,2022 Q1,North West,Personality Disorders,423,11.0,47,1386,0.694,0.145,2022.0
2022,Q1,2022 Q1,North West,ADHD,608,9.4,64,2005,0.683,0.143,2022.0
2022,Q1,2022 Q1,North East & Yorkshire,Depression,1294,9.7,146,2381,0.659,0.14,2022.0
2022,Q1,2022 Q1,North East & Yorkshire,Anxiety Disorders,1139,8.3,127,2115,0.636,0.145,2022.0
2022,Q1,2022 Q1,North East & Yorkshire,Bipolar Disorder,340,13.0,45,1010,0.701,0.121,2022.0
2022,Q1,2022 Q1,North East & Yorkshire,Schizophrenia/Psychosis,245,5.8,25,468,0.665,0.118,2022.0
2022,Q1,2022 Q1,North East & Yorkshire,PTSD,438,12.1,58,1351,0.646,0.148,2022.0
2022,Q1,2022 Q1,North East & Yorkshire,Eating Disorders,289,8.2,36,1129,0.711,0.141,2022.0
2022,Q1,2022 Q1,North East & Yorkshire,Personality Disorders,355,15.2,42,1178,0.628,0.126,2022.0
2022,Q1,2022 Q1,North East & Yorkshire,ADHD,574,9.3,72,2212,0.691,0.146,2022.0
2022,Q1,2022 Q1,East of England,Depression,843,11.6,89,2188,0.687,0.144,2022.0
2022,Q1,2022 Q1,East of England,Anxiety Disorders,694,11.0,75,1879,0.621,0.143,2022.0
2022,Q1,2022 Q1,East of England,Bipolar Disorder,196,8.7,21,764,0.7,0.136,2022.0
2022,Q1,2022 Q1,East of England,Schizophrenia/Psychosis,133,9.8,16,679,0.662,0.147,2022.0
2022,Q1,2022 Q1,East of England,PTSD,296,8.1,39,1190,0.683,0.142,2022.0
2022,Q1,2022 Q1,East of England,Eating Disorders,165,10.5,17,558,0.657,0.149,2022.0
2022,Q1,2022 Q1,East of England,Personality Disorders,208,9.8,25,737,0.643,0.124,2022.0
2022,Q1,2022 Q1,East of England,ADHD,361,12.1,41,908,0.63,0.114,2022.0
2022,Q2,2022 Q2,London,Depression,2341,9.9,268,7978,0.65,0.135,2022.25
2022,Q2,2022 Q2,London,Anxiety Disorders,1973,10.1,237,8622,0.63,0.153,2022.25
2022,Q2,2022 Q2,London,Bipolar Disorder,557,10.6,68,1598,0.658,0.131,2022.25
2022,Q2,2022 Q2,London,Schizophrenia/Psychosis,434,11.4,54,1302,0.658,0.132,2022.25
2022,Q2,2022 Q2,London,PTSD,797,10.3,90,3708,0.676,0.154,2022.25
2022,Q2,2022 Q2,London,Eating Disorders,492,9.5,51,1680,0.636,0.131,2022.25
2022,Q2,2022 Q2,London,Personality Disorders,634,11.3,68,2273,0.628,0.117,2022.25
2022,Q2,2022 Q2,London,ADHD,1031,9.8,109,3697,0.667,0.128,2022.25
2022,Q2,2022 Q2,South East,Depression,1553,13.7,164,5651,0.62,0.154,2022.25
2022,Q2,2022 Q2,South East,Anxiety Disorders,1300,9.8,170,4142,0.65,0.132,2022.25
2022,Q2,2022 Q2,South East,Bipolar Disorder,407,12.9,54,1524,0.617,0.145,2022.25
2022,Q2,2022 Q2,South East,Schizophrenia/Psychosis,281,10.1,38,1154,0.691,0.124,2022.25
2022,Q2,2022 Q2,South East,PTSD,569,10.8,65,1527,0.617,0.13,2022.25
2022,Q2,2022 Q2,South East,Eating Disorders,325,8.8,42,1522,0.616,0.126,2022.25
2022,Q2,2022 Q2,South East,Personality Disorders,434,10.7,48,834,0.658,0.129,2022.25
2022,Q2,2022 Q2,South East,ADHD,720,10.1,81,2861,0.627,0.152,2022.25
2022,Q2,2022 Q2,South West,Depression,982,7.0,111,2168,0.632,0.145,2022.25
2022,Q2,2022 Q2,South West,Anxiety Disorders,851,7.4,88,2689,0.707,0.122,2022.25
2022,Q2,2022 Q2,South West,Bipolar Disorder,277,7.6,37,1061,0.641,0.148,2022.25
2022,Q2,2022 Q2,South West,Schizophrenia/Psychosis,178,13.5,24,685,0.707,0.147,2022.25
2022,Q2,2022 Q2,South West,PTSD,400,8.0,44,918,0.654,0.13,2022.25
2022,Q2,2022 Q2,South West,Eating Disorders,228,10.8,24,505,0.647,0.134,2022.25
2022,Q2,2022 Q2,South West,Personality Disorders,316,11.6,34,1305,0.671,0.117,2022.25
2022,Q2,2022 Q2,South West,ADHD,443,8.3,49,1334,0.712,0.152,2022.25
2022,Q2,2022 Q2,Midlands,Depression,1857,11.0,198,5331,0.692,0.118,2022.25
2022,Q2,2022 Q2,Midlands,Anxiety Disorders,1755,12.9,200,4695,0.679,0.122,2022.25
2022,Q2,2022 Q2,Midlands,Bipolar Disorder,448,10.3,58,2023,0.623,0.127,2022.25
2022,Q2,2022 Q2,Midlands,Schizophrenia/Psychosis,329,6.1,35,1349,0.676,0.147,2022.25
2022,Q2,2022 Q2,Midlands,PTSD,666,8.9,73,1847,0.646,0.14,2022.25
2022,Q2,2022 Q2,Midlands,Eating Disorders,414,7.1,54,2118,0.636,0.133,2022.25
2022,Q2,2022 Q2,Midlands,Personality Disorders,569,8.8,72,2477,0.619,0.142,2022.25
2022,Q2,2022 Q2,Midlands,ADHD,791,10.0,87,2033,0.655,0.117,2022.25
2022,Q2,2022 Q2,North West,Depression,1395,8.3,188,4866,0.617,0.133,2022.25
2022,Q2,2022 Q2,North West,Anxiety Disorders,1191,10.8,128,3365,0.713,0.122,2022.25
2022,Q2,2022 Q2,North West,Bipolar Disorder,384,12.1,46,1332,0.669,0.122,2022.25
2022,Q2,2022 Q2,North West,Schizophrenia/Psychosis,250,9.0,28,917,0.692,0.128,2022.25
2022,Q2,2022 Q2,North West,PTSD,566,11.1,75,3005,0.621,0.124,2022.25
2022,Q2,2022 Q2,North West,Eating Disorders,315,11.5,42,896,0.658,0.128,2022.25
2022,Q2,2022 Q2,North West,Personality Disorders,453,8.2,51,244,0.707,0.137,2022.25
2022,Q2,2022 Q2,North West,ADHD,660,8.2,77,2813,0.701,0.129,2022.25
2022,Q2,2022 Q2,North East & Yorkshire,Depression,1438,10.0,185,6025,0.697,0.148,2022.25
2022,Q2,2022 Q2,North East & Yorkshire,Anxiety Disorders,1157,9.3,146,3423,0.661,0.144,2022.25
2022,Q2,2022 Q2,North East & Yorkshire,Bipolar Disorder,335,6.8,43,1371,0.671,0.122,2022.25
2022,Q2,2022 Q2,North East & Yorkshire,Schizophrenia/Psychosis,237,9.3,26,1074,0.713,0.143,2022.25
2022,Q2,2022 Q2,North East & Yorkshire,PTSD,526,7.4,70,510,0.669,0.142,2022.25
2022,Q2,2022 Q2,North East & Yorkshire,Eating Disorders,282,7.0,30,804,0.616,0.116,2022.25
2022,Q2,2022 Q2,North East & Yorkshire,Personality Disorders,422,11.5,55,1017,0.671,0.12,2022.25
2022,Q2,2022 Q2,North East & Yorkshire,ADHD,610,13.4,79,2628,0.714,0.137,2022.25
2022,Q2,2022 Q2,East of England,Depression,823,8.2,110,3252,0.628,0.127,2022.25
2022,Q2,2022 Q2,East of England,Anxiety Disorders,761,5.5,90,3603,0.701,0.128,2022.25
2022,Q2,2022 Q2,East of England,Bipolar Disorder,223,9.8,29,778,0.634,0.131,2022.25
2022,Q2,2022 Q2,East of England,Schizophrenia/Psychosis,142,10.4,17,725,0.636,0.122,2022.25
2022,Q2,2022 Q2,East of England,PTSD,279,11.2,37,480,0.683,0.131,2022.25
2022,Q2,2022 Q2,East of England,Eating Disorders,194,10.4,23,675,0.642,0.116,2022.25
2022,Q2,2022 Q2,East of England,Personality Disorders,250,8.7,30,670,0.672,0.138,2022.25
2022,Q2,2022 Q2,East of England,ADHD,342,13.2,46,737,0.689,0.151,2022.25
2022,Q3,2022 Q3,London,Depression,2208,6.9,278,8628,0.678,0.138,2022.5
2022,Q3,2022 Q3,London,Anxiety Disorders,1813,5.0,218,6725,0.636,0.146,2022.5
2022,Q3,2022 Q3,London,Bipolar Disorder,503,9.8,63,1347,0.66,0.125,2022.5
2022,Q3,2022 Q3,London,Schizophrenia/Psychosis,382,11.5,51,1348,0.666,0.127,2022.5
2022,Q3,2022 Q3,London,PTSD,785,10.0,89,2103,0.708,0.114,2022.5
2022,Q3,2022 Q3,London,Eating Disorders,458,9.8,48,1998,0.713,0.135,2022.5
2022,Q3,2022 Q3,London,Personality Disorders,616,9.9,72,1096,0.623,0.118,2022.5
2022,Q3,2022 Q3,London,ADHD,957,8.3,115,2658,0.693,0.116,2022.5
2022,Q3,2022 Q3,South East,Depression,1462,13.0,162,4260,0.658,0.116,2022.5
2022,Q3,2022 Q3,South East,Anxiety Disorders,1228,14.3,139,5942,0.648,0.118,2022.5
2022,Q3,2022 Q3,South East,Bipolar Disorder,353,10.6,48,1218,0.713,0.149,2022.5
2022,Q3,2022 Q3,South East,Schizophrenia/Psychosis,262,7.4,32,1150,0.662,0.133,2022.5
2022,Q3,2022 Q3,South East,PTSD,537,7.7,72,1350,0.622,0.133,2022.5
2022,Q3,2022 Q3,South East,Eating Disorders,330,12.4,36,1642,0.65,0.148,2022.5
2022,Q3,2022 Q3,South East,Personality Disorders,416,7.7,42,1187,0.712,0.129,2022.5
2022,Q3,2022 Q3,South East,ADHD,629,10.7,85,2012,0.674,0.119,2022.5
2022,Q3,2022 Q3,South West,Depression,976,8.3,130,5123,0.681,0.15,2022.5
2022,Q3,2022 Q3,South West,Anxiety Disorders,842,8.6,92,2011,0.707,0.144,2022.5
2022,Q3,2022 Q3,South West,Bipolar Disorder,247,7.3,31,725,0.663,0.123,2022.5
2022,Q3,2022 Q3,South West,Schizophrenia/Psychosis,175,9.4,20,520,0.631,0.153,2022.5
2022,Q3,2022 Q3,South West,PTSD,328,8.9,42,1054,0.659,0.137,2022.5
2022,Q3,2022 Q3,South West,Eating Disorders,190,9.5,24,575,0.705,0.117,2022.5
2022,Q3,2022 Q3,South West,Personality Disorders,276,9.1,36,1226,0.629,0.151,2022.5
2022,Q3,2022 Q3,South West,ADHD,429,10.0,49,1535,0.71,0.125,2022.5
2022,Q3,2022 Q3,Midlands,Depression,1687,12.1,228,7788,0.636,0.146,2022.5
2022,Q3,2022 Q3,Midlands,Anxiety Disorders,1543,9.2,173,3979,0.646,0.153,2022.5
2022,Q3,2022 Q3,Midlands,Bipolar Disorder,443,12.6,52,1250,0.703,0.121,2022.5
2022,Q3,2022 Q3,Midlands,Schizophrenia/Psychosis,331,7.9,42,808,0.655,0.138,2022.5
2022,Q3,2022 Q3,Midlands,PTSD,613,7.5,63,2141,0.646,0.133,2022.5
2022,Q3,2022 Q3,Midlands,Eating Disorders,351,6.7,36,523,0.674,0.149,2022.5
2022,Q3,2022 Q3,Midlands,Personality Disorders,467,13.8,54,1944,0.686,0.13,2022.5
2022,Q3,2022 Q3,Midlands,ADHD,743,8.9,85,2446,0.714,0.131,2022.5
2022,Q3,2022 Q3,North West,Depression,1349,10.2,165,5258,0.696,0.149,2022.5
2022,Q3,2022 Q3,North West,Anxiety Disorders,1148,3.7,157,3749,0.686,0.117,2022.5
2022,Q3,2022 Q3,North West,Bipolar Disorder,356,7.7,43,1192,0.658,0.149,2022.5
2022,Q3,2022 Q3,North West,Schizophrenia/Psychosis,229,10.2,23,876,0.713,0.135,2022.5
2022,Q3,2022 Q3,North West,PTSD,465,12.5,52,1415,0.635,0.119,2022.5
2022,Q3,2022 Q3,North West,Eating Disorders,279,9.2,30,1201,0.633,0.127,2022.5
2022,Q3,2022 Q3,North West,Personality Disorders,412,6.3,55,1513,0.662,0.142,2022.5
2022,Q3,2022 Q3,North West,ADHD,622,7.2,67,2402,0.62,0.115,2022.5
2022,Q3,2022 Q3,North East & Yorkshire,Depression,1307,9.4,161,3080,0.659,0.115,2022.5
2022,Q3,2022 Q3,North East & Yorkshire,Anxiety Disorders,1122,9.2,136,4826,0.664,0.13,2022.5
2022,Q3,2022 Q3,North East & Yorkshire,Bipolar Disorder,332,8.8,41,1388,0.709,0.152,2022.5
2022,Q3,2022 Q3,North East & Yorkshire,Schizophrenia/Psychosis,223,5.2,30,750,0.63,0.137,2022.5
2022,Q3,2022 Q3,North East & Yorkshire,PTSD,431,7.9,59,910,0.621,0.137,2022.5
2022,Q3,2022 Q3,North East & Yorkshire,Eating Disorders,250,9.1,30,558,0.642,0.127,2022.5
2022,Q3,2022 Q3,North East & Yorkshire,Personality Disorders,334,9.2,40,1257,0.707,0.114,2022.5
